ticker,date,market_clean_price,market_dirty_price,clean_floor,dirty_floor,accrued_interest,n_cashflows,effective_discount_rate,premium_to_floor
EVRG,2023-12-06,101.202,101.214,97.291243,97.291243,0.0,9,5.6071,3.9108
EVRG,2023-12-07,101.082,101.132,97.344321,97.344321,0.0,9,5.5923,3.7377
EVRG,2023-12-08,101.012,101.074,97.093021,97.093021,0.0,9,5.665,3.919
EVRG,2023-12-11,101.014,101.089,97.047993,97.047993,0.0,9,5.6847,3.966
EVRG,2023-12-12,101.103,101.191,97.122934,97.122934,0.0,9,5.6741,3.9801
EVRG,2023-12-13,102.5,102.6,97.814541,97.814541,0.0,9,5.464,4.6855
EVRG,2023-12-14,103.053,103.191,98.308433,98.308433,0.0,9,5.3616,4.7446
EVRG,2023-12-15,101.923,102.073,98.323841,98.323841,0.0,9,5.3771,3.5992
EVRG,2023-12-18,101.82,101.983,98.266753,98.266753,0.0,9,5.4049,3.5532
EVRG,2023-12-19,102.14,102.315,98.305439,98.305439,0.0,9,5.389,3.8346
EVRG,2023-12-20,101.732,101.92,98.456754,98.456754,0.0,9,5.3556,3.2752
EVRG,2023-12-21,101.724,101.961,98.540561,98.540561,0.0,9,5.328,3.1834
EVRG,2023-12-26,102.208,102.47,98.710058,98.710058,0.0,9,5.2892,3.4979
EVRG,2023-12-27,102.612,102.887,99.004372,99.004372,0.0,9,5.2253,3.6076
EVRG,2023-12-28,102.904,103.217,98.981649,98.981649,0.0,9,5.2332,3.9224
EVRG,2024-01-02,103.6,103.938,98.71896,98.71896,0.0,9,5.3058,4.881
EVRG,2024-01-03,103.804,104.154,98.616009,98.616009,0.0,9,5.3438,5.188
EVRG,2024-01-04,103.472,103.86,98.490634,98.490634,0.0,9,5.3782,4.9814
EVRG,2024-01-05,103.514,103.914,98.410446,98.410446,0.0,9,5.3897,5.1036
EVRG,2024-01-08,103.546,103.959,98.541464,98.541464,0.0,9,5.3697,5.0045
EVRG,2024-01-09,103.805,104.23,98.667258,98.667258,0.0,9,5.3343,5.1377
EVRG,2024-01-10,103.896,104.334,98.693164,98.693164,0.0,9,5.3276,5.2028
EVRG,2024-01-11,103.25,103.738,98.98263,98.98263,0.0,9,5.2428,4.2674
EVRG,2024-01-12,103.628,104.128,99.2783,99.2783,0.0,9,5.1578,4.3497
EVRG,2024-01-16,103.269,103.781,99.091184,99.091184,0.0,9,5.2229,4.1778
EVRG,2024-01-17,102.224,102.749,98.894266,98.894266,0.0,9,5.2919,3.3297
EVRG,2024-01-18,101.579,102.141,98.878923,98.878923,0.0,9,5.2878,2.7001
EVRG,2024-01-19,101.39,101.965,98.783085,98.783085,0.0,9,5.3195,2.6069
EVRG,2024-01-22,101.0,101.588,98.860979,98.860979,0.0,9,5.3226,2.139
EVRG,2024-01-23,100.8,101.4,98.83726,98.83726,0.0,9,5.3225,1.9627
EVRG,2024-01-24,100.774,101.386,98.819043,98.819043,0.0,9,5.3168,1.955
EVRG,2024-01-25,100.983,101.633,99.003103,99.003103,0.0,9,5.2615,1.9799
EVRG,2024-01-26,101.0,101.663,99.004335,99.004335,0.0,9,5.2657,1.9957
EVRG,2024-01-29,100.919,101.594,99.15844,99.15844,0.0,9,5.246,1.7606
EVRG,2024-01-30,101.237,101.912,99.101064,99.101064,0.0,9,5.2749,2.1359
EVRG,2024-01-31,101.44,102.127,99.287334,99.287334,0.0,9,5.2201,2.1527
EVRG,2024-02-01,101.874,102.599,99.521534,99.521534,0.0,9,5.1817,2.3525
EVRG,2024-02-02,101.234,101.972,99.197467,99.197467,0.0,9,5.2737,2.0365
EVRG,2024-02-05,100.84,101.59,98.855399,98.855399,0.0,9,5.3673,1.9846
EVRG,2024-02-06,100.554,101.316,98.98845,98.98845,0.0,9,5.3285,1.5656
EVRG,2024-02-07,100.478,101.253,98.980818,98.980818,0.0,9,5.333,1.4972
EVRG,2024-02-08,99.689,100.501,98.83563,98.83563,0.0,9,5.3736,0.8534
EVRG,2024-02-09,100.003,100.828,98.762024,98.762024,0.0,9,5.3974,1.241
EVRG,2024-02-12,100.009,100.847,98.770417,98.770417,0.0,9,5.4114,1.2386
EVRG,2024-02-13,99.45,100.3,98.361574,98.361574,0.0,9,5.5341,1.0884
EVRG,2024-02-14,99.929,100.792,98.45806,98.45806,0.0,9,5.4944,1.4709
EVRG,2024-02-15,100.159,101.071,98.603433,98.603433,0.0,9,5.4653,1.5556
EVRG,2024-02-16,100.133,101.058,98.454052,98.454052,0.0,9,5.5012,1.6789
EVRG,2024-02-20,100.25,101.188,98.596729,98.596729,0.0,9,5.4772,1.6533
EVRG,2024-02-21,100.327,101.277,98.540742,98.540742,0.0,9,5.5002,1.7863
EVRG,2024-02-22,100.033,101.021,98.474395,98.474395,0.0,9,5.5222,1.5586
EVRG,2024-02-23,100.066,101.066,98.508954,98.508954,0.0,9,5.5259,1.557
EVRG,2024-02-26,99.895,100.907,98.419932,98.419932,0.0,9,5.571,1.4751
EVRG,2024-02-27,99.782,100.807,98.403756,98.403756,0.0,9,5.5715,1.3782
EVRG,2024-02-28,99.596,100.646,98.421203,98.421203,0.0,9,5.5759,1.1748
EVRG,2024-02-29,99.5,100.588,98.448236,98.448236,0.0,9,5.5775,1.0518
EVRG,2024-03-01,99.153,100.253,98.682345,98.682345,0.0,9,5.5209,0.4707
EVRG,2024-03-04,99.622,100.735,98.670495,98.670495,0.0,9,5.5453,0.9515
EVRG,2024-03-05,99.746,100.871,98.826077,98.826077,0.0,9,5.5073,0.9199
EVRG,2024-03-06,99.921,101.058,98.893833,98.893833,0.0,9,5.5044,1.0272
EVRG,2024-03-07,100.302,101.477,99.046601,99.046601,0.0,9,5.4662,1.2554
EVRG,2024-03-08,100.763,101.95,99.149486,99.149486,0.0,9,5.443,1.6135
EVRG,2024-03-11,100.8,102.0,99.142601,99.142601,0.0,9,5.4638,1.6574
EVRG,2024-03-12,100.638,101.851,99.030921,99.030921,0.0,9,5.4957,1.6071
EVRG,2024-03-13,100.799,102.024,98.962993,98.962993,0.0,9,5.5201,1.836
EVRG,2024-03-14,100.611,101.874,98.752899,98.752899,0.0,9,5.5696,1.8581
EVRG,2024-03-15,100.745,102.02,98.710139,98.710139,0.0,9,5.5733,2.0349
EVRG,2024-03-18,100.838,102.125,98.662546,98.662546,0.0,9,5.5984,2.1755
EVRG,2024-03-19,100.998,102.298,98.753658,98.753658,0.0,9,5.5849,2.2443
EVRG,2024-03-20,101.072,102.385,98.908099,98.908099,0.0,9,5.524,2.1639
EVRG,2024-03-21,100.861,102.211,98.990661,98.990661,0.0,9,5.5085,1.8703
EVRG,2024-03-22,101.038,102.4,99.147497,99.147497,0.0,9,5.4693,1.8905
EVRG,2024-03-25,100.69,102.065,99.07931,99.07931,0.0,9,5.4988,1.6107
EVRG,2024-03-26,100.591,101.978,99.057196,99.057196,0.0,9,5.5201,1.5338
EVRG,2024-03-28,101.826,103.263,99.142363,99.142363,0.0,9,5.5205,2.6836
EVRG,2024-04-02,101.467,102.93,98.840602,98.840602,0.0,9,5.5935,2.6264
EVRG,2024-04-05,100.93,102.455,98.848001,98.848001,0.0,9,5.6022,2.082
EVRG,2024-04-08,101.179,102.716,98.813552,98.813552,0.0,9,5.6185,2.3654
EVRG,2024-04-10,100.092,101.655,98.399354,98.399354,0.0,9,5.7491,1.6926
EVRG,2024-04-11,99.8,101.4,98.321295,98.321295,0.0,9,5.7548,1.4787
EVRG,2024-04-15,99.204,100.829,98.184615,98.184615,0.0,9,5.8091,1.0194
EVRG,2024-04-16,98.618,100.256,98.031305,98.031305,0.0,9,5.8508,0.5867
EVRG,2024-04-17,99.247,100.897,98.141368,98.141368,0.0,9,5.8261,1.1056
EVRG,2024-04-18,99.112,100.8,98.08068,98.08068,0.0,9,5.8448,1.0313
EVRG,2024-04-19,99.6,101.3,98.112441,98.112441,0.0,9,5.8403,1.4876
EVRG,2024-04-23,100.171,101.896,98.347056,98.347056,0.0,9,5.7851,1.8239
EVRG,2024-04-24,100.154,101.891,98.288344,98.288344,0.0,9,5.8109,1.8657
EVRG,2024-04-25,99.898,101.673,98.174801,98.174801,0.0,9,5.8439,1.7232
EVRG,2024-04-26,100.002,101.789,98.258262,98.258262,0.0,9,5.8239,1.7437
EVRG,2024-04-29,100.318,102.118,98.383983,98.383983,0.0,9,5.8091,1.934
EVRG,2024-04-30,100.375,102.187,98.255797,98.255797,0.0,9,5.8548,2.1192
EVRG,2024-05-01,100.649,102.474,98.3518,98.3518,0.0,9,5.8284,2.2972
EVRG,2024-05-02,100.993,102.855,98.605643,98.605643,0.0,9,5.7641,2.3874
EVRG,2024-05-03,101.381,103.256,98.891581,98.891581,0.0,9,5.6924,2.4894
EVRG,2024-05-06,101.18,103.068,99.017208,99.017208,0.0,9,5.6726,2.1628
EVRG,2024-05-08,101.689,103.601,99.009704,99.009704,0.0,9,5.6943,2.6793
EVRG,2024-05-09,102.424,104.374,99.058988,99.058988,0.0,9,5.6894,3.365
EVRG,2024-05-10,102.366,104.329,98.975066,98.975066,0.0,9,5.7224,3.3909
EVRG,2024-05-14,102.273,104.26,99.096174,99.096174,0.0,9,5.712,3.1768
EVRG,2024-05-15,102.676,104.676,99.361125,99.361125,0.0,9,5.6351,3.3149
EVRG,2024-05-16,102.953,104.991,99.349742,99.349742,0.0,9,5.6489,3.6033
EVRG,2024-05-17,102.829,104.879,99.285202,99.285202,0.0,9,5.6693,3.5438
EVRG,2024-05-20,102.678,104.741,99.295483,99.295483,0.0,9,5.6797,3.3825
EVRG,2024-05-21,103.011,105.086,99.313304,99.313304,0.0,9,5.6795,3.6977
EVRG,2024-05-22,102.538,104.625,99.268486,99.268486,0.0,9,5.7004,3.2695
EVRG,2024-05-23,101.661,103.799,99.104546,99.104546,0.0,9,5.7509,2.5565
EVRG,2024-05-24,101.406,103.556,99.061321,99.061321,0.0,9,5.7624,2.3447
EVRG,2024-05-28,101.029,103.179,99.050622,99.050622,0.0,9,5.7798,1.9784
EVRG,2024-05-29,100.365,102.528,98.894115,98.894115,0.0,9,5.8112,1.4709
EVRG,2024-05-30,100.75,102.925,99.036797,99.036797,0.0,9,5.7721,1.7132
