date,ticker,market_clean_price,market_dirty_price,clean_floor,dirty_floor,accrued_interest,effective_discount_rate,n_cashflows,stock_price,conversion_price,implied_vol_pct,risk_free_rate_pct,remaining_maturity,option_value,option_value_per_bond,option_value_pct,delta,fair_value_clean,fair_value_dirty,mispricing_pct,mispricing_usd,signal
2024-06-07,MTH,100.59,100.741,87.69041,87.69041,0.0,5.6436,9.0,84.62,115.8749,33.4024,4.4642,3.937,17.842709,153.9826,15.398258,0.548176,103.088668,103.088668,2.498667999999995,24.98667999999995,False
2024-06-10,MTH,100.61,100.765,87.57082,87.57082,0.0,5.6774,9.0,84.35,115.8749,33.4628,4.5145,3.9288,17.759626,153.2656,15.326557,0.547402,102.897377,102.897377,2.287376999999992,22.87376999999992,False
2024-06-11,MTH,99.854,100.015,87.729682,87.729682,0.0,5.6443,9.0,82.325,115.8749,33.3381,4.4679,3.9261,16.523583,142.5985,14.259852,0.530713,101.989534,101.989534,2.1355339999999927,21.355339999999927,False
2024-06-12,MTH,101.419,101.584,87.964448,87.964448,0.0,5.5841,9.0,85.045,115.8749,34.7972,4.3975,3.9233,18.853196,162.7031,16.270308,0.557474,104.234756,104.234756,2.8157560000000075,28.157560000000075,False
2024-06-13,MTH,100.897,101.067,88.146694,88.146694,0.0,5.5412,9.0,83.815,115.8749,34.2584,4.3238,3.9206,17.748637,153.1707,15.317074,0.543997,103.463768,103.463768,2.566767999999996,25.66767999999996,False
2024-06-14,MTH,99.981,100.165,88.174839,88.174839,0.0,5.5431,9.0,81.37,115.8749,35.5322,4.2987,3.9179,17.223807,148.6415,14.864146,0.534894,103.038985,103.038985,3.0579850000000164,30.579850000000164,True
2024-06-17,MTH,100.843,101.032,88.034759,88.034759,0.0,5.6009,9.0,83.21,115.8749,35.3392,4.3447,3.9097,18.102888,156.2279,15.622793,0.546777,103.657552,103.657552,2.814551999999992,28.14551999999992,False
2024-06-18,MTH,100.56,100.76,88.153168,88.153168,0.0,5.573,9.0,82.005,115.8749,33.8371,4.3111,3.9069,16.436051,141.8431,14.184312,0.527168,102.33748,102.33748,1.777479999999997,17.77479999999997,False
2024-06-19,MTH,100.56,100.76,88.153168,88.153168,0.0,5.573,9.0,82.005,115.8749,33.8371,4.3111,3.9069,16.436051,141.8431,14.184312,0.527168,102.33748,102.33748,1.777479999999997,17.77479999999997,False
2024-06-20,MTH,99.907,100.111,88.106543,88.106543,0.0,5.5956,9.0,81.435,115.8749,34.2383,4.3238,3.9014,16.383354,141.3883,14.138835,0.525845,102.245378,102.245378,2.338378000000006,23.38378000000006,False
2024-06-21,MTH,100.22,100.439,88.110604,88.110604,0.0,5.595,9.0,80.11,115.8749,34.1018,4.3266,3.8987,15.577372,134.4327,13.443272,0.514809,101.553876,101.553876,1.3338760000000036,13.338760000000036,False
2024-06-24,MTH,100.314,100.537,88.170656,88.170656,0.0,5.5877,9.0,82.97,115.8749,34.6575,4.3296,3.8905,17.439104,150.4995,15.049947,0.53927,103.220603,103.220603,2.906603000000004,29.06603000000004,False
2024-06-25,MTH,99.952,100.18,88.143709,88.143709,0.0,5.6065,9.0,81.84,115.8749,35.3725,4.322,3.8877,17.275342,149.0862,14.90862,0.535912,103.052329,103.052329,3.100329000000002,31.00329000000002,True
2024-06-26,MTH,99.947,100.181,88.005497,88.005497,0.0,5.6434,9.0,81.09,115.8749,34.9607,4.3803,3.885,16.656908,143.7491,14.374912,0.528845,102.380409,102.380409,2.433408999999997,24.33408999999997,False
2024-06-27,MTH,100.283,100.521,88.058869,88.058869,0.0,5.6251,9.0,81.075,115.8749,34.9228,4.3674,3.8823,16.60033,143.2608,14.326085,0.528024,102.384954,102.384954,2.1019540000000063,21.019540000000063,False
2024-06-28,MTH,100.743,100.995,87.991219,87.991219,0.0,5.6419,9.0,80.925,115.8749,35.7805,4.3933,3.8795,17.084359,147.438,14.743802,0.533417,102.735021,102.735021,1.9920210000000085,19.920210000000083,False
2024-07-01,MTH,98.371,98.629,87.884455,87.884455,0.0,5.6572,9.0,78.075,115.8749,35.295,4.4705,3.8713,15.282473,131.8877,13.188774,0.510041,101.073229,101.073229,2.7022290000000027,27.022290000000027,False
2024-07-02,MTH,98.001,98.263,87.999965,87.999965,0.0,5.6236,9.0,77.28,115.8749,34.5967,4.4476,3.8686,14.376121,124.0659,12.406593,0.497437,100.406558,100.406558,2.405557999999999,24.055579999999992,False
2024-07-03,MTH,98.097,98.369,88.196833,88.196833,0.0,5.57,9.0,77.82,115.8749,34.85,4.3986,3.8658,14.771602,127.4789,12.747893,0.502561,100.944726,100.944726,2.8477260000000086,28.477260000000086,False
2024-07-04,MTH,98.097,98.369,88.196833,88.196833,0.0,5.57,9.0,77.82,115.8749,34.85,4.3986,3.8658,14.771602,127.4789,12.747893,0.502561,100.944726,100.944726,2.8477260000000086,28.477260000000086,False
2024-07-05,MTH,98.097,98.369,88.196833,88.196833,0.0,5.57,9.0,77.82,115.8749,34.85,4.3986,3.8658,14.771602,127.4789,12.747893,0.502561,100.944726,100.944726,2.8477260000000086,28.477260000000086,False
2024-07-08,MTH,97.774,98.066,88.593989,88.593989,0.0,5.4895,9.0,77.045,115.8749,35.3852,4.2913,3.8522,14.543671,125.5119,12.551188,0.497579,101.145177,101.145177,3.3711769999999888,33.71176999999989,True
