ticker,date,stock_price,conversion_price,implied_vol_pct,risk_free_rate_pct,remaining_maturity,option_value,delta,option_value_per_bond,option_value_pct
CDP,2024-07-18,26.75,29.8328,44.6846,4.1061,4.1615,9.957635,0.699565,333.7809,33.378091
CDP,2024-07-19,26.68,29.8328,46.1629,4.142,4.1588,10.197558,0.703563,341.8232,34.182317
CDP,2024-07-22,27.16,29.8328,34.5326,4.1605,4.1506,8.269078,0.678187,277.1803,27.718033
CDP,2024-07-23,27.51,29.8328,28.2031,4.144,4.1478,7.2219,0.671346,242.0788,24.20788
CDP,2024-07-24,27.23,29.8328,31.1282,4.1386,4.1451,7.61769,0.670764,255.3457,25.534574
CDP,2024-07-25,27.78,29.8328,29.5039,4.142,4.1424,7.664825,0.679326,256.9257,25.69257
CDP,2024-07-26,28.27,29.8328,27.9795,4.088,4.1396,7.661696,0.686491,256.8208,25.682083
CDP,2024-07-29,28.27,29.8328,28.073,4.064,4.1314,7.659535,0.685743,256.7484,25.674839
CDP,2024-07-30,29.08,29.8328,26.2269,4.0389,4.1287,7.821018,0.701905,262.1613,26.216131
CDP,2024-07-31,28.97,29.8328,26.4341,3.9821,4.1259,7.755657,0.697881,259.9704,25.99704
CDP,2024-08-01,28.93,29.8328,27.3911,3.8676,4.1232,7.8634,0.694345,263.582,26.358196
CDP,2024-08-02,28.9,29.8328,28.9594,3.6375,4.1205,8.049188,0.689245,269.8096,26.980959
CDP,2024-08-05,28.22,29.8328,40.1607,3.5916,4.1123,9.836278,0.698435,329.713,32.971304
CDP,2024-08-06,28.41,29.8328,29.7751,3.6737,4.1095,7.891731,0.680787,264.5316,26.45316
CDP,2024-08-07,28.38,29.8328,40.3394,3.7273,4.1068,10.030015,0.703472,336.2071,33.62071
CDP,2024-08-08,28.72,29.8328,26.5499,3.7677,4.104,7.475656,0.685934,250.5847,25.058474
CDP,2024-08-09,28.73,29.8328,33.5575,3.7608,4.1013,8.912708,0.695127,298.7549,29.875485
CDP,2024-08-12,28.52,29.8328,28.5728,3.7222,4.0931,7.72258,0.682094,258.8616,25.886164
CDP,2024-08-13,28.89,29.8328,27.2143,3.6544,4.0903,7.65546,0.686934,256.6118,25.66118
CDP,2024-08-14,29.04,29.8328,21.4873,3.6352,4.0876,6.557542,0.68986,219.8095,21.980948
CDP,2024-08-15,28.75,29.8328,26.075,3.7325,4.0849,7.358729,0.684833,246.6653,24.666534
CDP,2024-08-16,28.6,29.8328,28.4116,3.7261,4.0821,7.732609,0.683419,259.1978,25.919784
CDP,2024-08-19,28.71,29.8328,34.898,3.7146,4.0739,9.116001,0.69559,305.5693,30.556928
CDP,2024-08-20,28.64,29.8328,41.2889,3.6676,4.0712,10.325373,0.707543,346.1075,34.610755
CDP,2024-08-22,28.69,29.8328,22.137,3.6682,4.0657,6.450108,0.680092,216.2083,21.620827
CDP,2024-08-23,29.12,29.8328,49.4213,3.6184,4.063,12.219396,0.732531,409.5954,40.959538
CDP,2024-08-26,29.11,29.8328,49.4482,3.6182,4.0548,12.205101,0.732263,409.1162,40.911621
CDP,2024-08-27,29.26,29.8328,21.6117,3.6139,4.052,6.683395,0.69423,224.0281,22.402808
CDP,2024-08-28,29.48,29.8328,37.7527,3.6154,4.0493,10.142229,0.710802,339.9685,33.996852
CDP,2024-08-29,29.83,29.8328,23.9253,3.6386,4.0465,7.551592,0.707131,253.1301,25.313013
CDP,2024-08-30,29.79,29.8328,20.3383,3.6672,4.0438,6.803566,0.712999,228.0562,22.805621
CDP,2024-09-03,29.27,29.8328,30.7582,3.6226,4.0329,8.557688,0.696165,286.8546,28.685456
CDP,2024-09-04,29.57,29.8328,21.4845,3.5319,4.0301,6.79778,0.699742,227.8623,22.786228
CDP,2024-09-05,29.37,29.8328,33.2454,3.4946,4.0274,9.067873,0.698476,303.956,30.3956
CDP,2024-09-06,29.09,29.8328,34.0457,3.444,4.0246,9.016941,0.693793,302.2488,30.224875
CDP,2024-09-09,29.2,29.8328,32.9921,3.4226,4.0164,8.855263,0.693258,296.8293,29.682929
CDP,2024-09-10,29.33,29.8328,51.3774,3.3663,4.0137,12.577191,0.735099,421.5887,42.158869
