ticker,date,stock_price,conversion_price,implied_vol_pct,risk_free_rate_pct,remaining_maturity,option_value,delta,option_value_per_bond,option_value_pct
WEC1,2025-06-10,105.59,128.3681,18.9115,3.9643,2.976,10.334251,0.468845,80.5048,8.050485
WEC1,2025-06-11,105.58,128.3681,18.706,3.9156,2.9733,10.119824,0.465073,78.8344,7.883444
WEC1,2025-06-12,106.44,128.3681,18.6848,3.8675,2.9706,10.457656,0.473112,81.4662,8.146618
WEC1,2025-06-13,105.11,128.3681,18.6846,3.8947,2.9678,9.859269,0.458418,76.8047,7.680469
WEC1,2025-06-16,104.15,128.3681,18.9608,3.9218,2.9596,9.636783,0.450306,75.0715,7.50715
WEC1,2025-06-17,104.1,128.3681,19.1007,3.8936,2.9569,9.669882,0.449797,75.3293,7.532935
WEC1,2025-06-18,103.83,128.3681,18.701,3.8876,2.9541,9.26423,0.442545,72.1693,7.216928
WEC1,2025-06-20,104.19,128.3681,19.5308,3.8677,2.9487,9.941426,0.453096,77.4447,7.74447
WEC1,2025-06-23,105.5,128.3681,18.9164,3.8181,2.9405,9.996599,0.459966,77.8745,7.787451
WEC1,2025-06-24,105.36,128.3681,18.7431,3.7754,2.9377,9.761645,0.455184,76.0442,7.604419
WEC1,2025-06-25,102.87,128.3681,16.7932,3.7527,2.935,7.302577,0.402455,56.8878,5.68878
WEC1,2025-06-26,103.32,128.3681,19.3055,3.7123,2.9322,9.195938,0.434695,71.6373,7.163727
WEC1,2025-06-27,103.13,128.3681,16.9152,3.7258,2.9295,7.456846,0.406002,58.0896,5.808958
WEC1,2025-06-30,104.2,128.3681,17.4024,3.6961,2.9213,8.201123,0.423908,63.8876,6.388757
WEC1,2025-07-01,104.75,128.3681,17.9558,3.7229,2.9185,8.83859,0.437346,68.8535,6.88535
WEC1,2025-07-02,103.75,128.3681,17.6152,3.7452,2.9158,8.19088,0.421997,63.8078,6.380777
WEC1,2025-07-03,104.34,128.3681,18.0582,3.8153,2.9131,8.814731,0.436401,68.6676,6.866763
WEC1,2025-07-07,104.31,128.3681,16.5426,3.8434,2.9021,7.728839,0.419649,60.2084,6.020843
WEC1,2025-07-08,103.66,128.3681,18.1837,3.864,2.8994,8.613653,0.430094,67.1012,6.710122
WEC1,2025-07-09,104.22,128.3681,20.521,3.8183,2.8966,10.377277,0.456449,80.84,8.084002
WEC1,2025-07-10,105.68,128.3681,17.7,3.8174,2.8939,9.075023,0.447769,70.6953,7.069534
WEC1,2025-07-11,105.51,128.3681,15.8719,3.8554,2.8912,7.748193,0.427928,60.3592,6.03592
WEC1,2025-07-14,105.85,128.3681,20.1294,3.8582,2.883,10.886372,0.471755,84.8059,8.480593
WEC1,2025-07-15,104.79,128.3681,17.0736,3.9053,2.8802,8.303247,0.432562,64.6831,6.468312
WEC1,2025-07-16,106.13,128.3681,18.0592,3.8705,2.8775,9.513193,0.457106,74.1087,7.410873
