ticker,date,market_clean_price,market_dirty_price,clean_floor,dirty_floor,accrued_interest,effective_discount_rate,n_cashflows,stock_price,conversion_price,implied_vol_pct,risk_free_rate_pct,remaining_maturity,option_value,option_value_per_bond,option_value_pct,delta,fair_value_clean,fair_value_dirty,mispricing_pct,mispricing_usd,signal
PPL1,2025-11-24,101.195,101.203,93.734207,93.734207,0.0,4.3911,11,36.48,42.6599,18.4718,3.6049,5.0185,6.348963,148.8273,14.882731,0.603633,108.616938,108.616938,7.4219380000000115,74.21938000000011,True
PPL1,2025-11-25,101.452,101.469,93.955544,93.955544,0.0,4.3469,11,36.41,42.6599,18.6864,3.5747,5.0157,6.347322,148.7888,14.878885,0.601037,108.834429,108.834429,7.382429000000002,73.82429000000002,True
PPL1,2025-11-26,101.803,101.837,94.023744,94.023744,0.0,4.3337,11,36.71,42.6599,17.0276,3.571,5.013,5.9917,140.4526,14.045264,0.603645,108.069008,108.069008,6.266007999999999,62.660079999999994,True
PPL1,2025-11-28,102.0,102.058,94.012409,94.012409,0.0,4.3376,11,36.9,42.6599,18.2483,3.5892,5.0075,6.518309,152.797,15.279699,0.612634,109.29210800000001,109.29210800000001,7.292108000000013,72.92108000000013,True
PPL1,2025-12-01,101.25,101.316,93.829326,93.829326,0.0,4.3739,11,35.8,42.6599,19.8046,3.6417,4.9993,6.354765,148.9633,14.896331,0.592229,108.725657,108.725657,7.475656999999998,74.75656999999998,True
PPL1,2025-12-02,100.273,100.348,93.874496,93.874496,0.0,4.3572,11,35.22,42.6599,16.1615,3.6441,4.9966,4.908716,115.0662,11.506619,0.559927,105.381115,105.381115,5.108114999999998,51.08114999999998,True
PPL1,2025-12-03,99.802,99.885,93.983811,93.983811,0.0,4.334,11,34.81,42.6599,15.3019,3.6208,4.9938,4.376408,102.5883,10.258826,0.540044,104.242637,104.242637,4.440636999999995,44.40636999999995,True
PPL1,2025-12-04,99.346,99.438,93.873144,93.873144,0.0,4.3564,11,34.16,42.6599,18.6983,3.6603,4.9911,5.107436,119.7244,11.972444,0.544333,105.84558799999999,105.84558799999999,6.499587999999989,64.99587999999989,True
PPL1,2025-12-05,99.198,99.315,93.791743,93.791743,0.0,4.3713,11,33.86,42.6599,18.4126,3.6928,4.9884,4.869572,114.1486,11.41486,0.535168,105.206603,105.206603,6.008603000000008,60.08603000000008,True
PPL1,2025-12-08,99.044,99.169,93.687956,93.687956,0.0,4.3979,11,33.93,42.6599,16.9436,3.7262,4.9802,4.464797,104.6602,10.46602,0.527834,104.153976,104.153976,5.109976000000003,51.09976000000003,True
PPL1,2025-12-09,99.036,99.169,93.600282,93.600282,0.0,4.4212,11,33.8,42.6599,18.2928,3.75,4.9774,4.824511,113.0923,11.309233,0.534754,104.90951500000001,104.90951500000001,5.873515000000012,58.73515000000012,True
PPL1,2025-12-10,98.918,99.059,93.775992,93.775992,0.0,4.3709,11,33.26,42.6599,18.893,3.7209,4.9747,4.686176,109.8496,10.98496,0.521936,104.760952,104.760952,5.842951999999997,58.42951999999997,True
PPL1,2025-12-11,98.875,99.025,93.822395,93.822395,0.0,4.3646,11,33.46,42.6599,19.0764,3.7026,4.9719,4.840393,113.4646,11.346463,0.528196,105.168858,105.168858,6.293858,62.93858000000001,True
PPL1,2025-12-12,99.473,99.648,93.694511,93.694511,0.0,4.3784,11,33.99,42.6599,18.8407,3.7271,4.9692,5.077264,119.0172,11.901717,0.542588,105.59622800000001,105.59622800000001,6.123228000000012,61.23228000000012,True
PPL1,2025-12-15,99.629,99.812,93.720508,93.720508,0.0,4.378,11,34.26,42.6599,19.3191,3.7193,4.961,5.360516,125.6569,12.565693,0.552402,106.28620099999999,106.28620099999999,6.657200999999986,66.57200999999986,True
