start_date,end_date,n_days,n_years,starting_nav,ending_nav,total_return_pct,ann_return_pct,ann_vol_pct,sharpe_ratio,max_drawdown_pct,max_dd_date,avg_rf_rate_pct,n_positions,n_closed,win_rate_pct,avg_pnl_per_trade,avg_hold_days,profit_factor,avg_open_positions,avg_deployed_pct,pnl_coupon,pnl_bond_mtm,pnl_short,pnl_gamma,pnl_cash,costs_borrow,pnl_rebate,costs_tc,net_pnl
2023-01-03,2026-02-27,791,3.14,10000000,12082404.53,20.824,6.2118,3.7911,0.4257,-1.4386,2024-11-20,4.4961,78,78,56.41,17648.68,88.6,3.0468,6.0,61.5,734735.75,894928.96,-324119.15,597999.92,689599.31,23784.91,329886.02,833049.55,2082404.53
